"Municipal","Fiscal_Year","Residential","Open_Space","Commercial","Industrial","Personal_Property","Total_Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"Westwood",2010,40368223,0,7517796,2786031,1160196,51832246,45378521,0,8450867,3131819,1304194,58265400,77.88,0,14.5,5.38,2.24
"Westwood",2011,41684578,0,7714413,2839717,1332519,53571227,45424421,0,8406532,3094490,1452069,58377512,77.81,0,14.4,5.3,2.49
"Westwood",2012,43721559,0,7937195,3094749,1306871,56060374,46678173,0,8473938,3304027,1395246,59851385,77.99,0,14.16,5.52,2.33
"Westwood",2013,45048912,0,8327119,3001778,1294122,57671931,47400977,0,8761889,3158505,1361690,60683061,78.11,0,14.44,5.2,2.24
"Westwood",2014,46579134,0,8482428,3056022,1336191,59453775,48228733,0,8782833,3164251,1383512,61559329,78.35,0,14.27,5.14,2.25
"Westwood",2015,48794812,0,8785069,3008952,1402217,61991050,50462981,0,9085408,3111820,1450155,64110364,78.71,0,14.17,4.85,2.26
"Westwood",2016,51010375,0,12133278,2841090,1650097,67634840,59539268,0,14161952,3316118,1925992,78943330,75.42,0,17.94,4.2,2.44
"Westwood",2017,52746750,0,13191072,2549324,2013658,70500804,52746750,0,13191072,2549324,2013658,70500804,74.82,0,18.71,3.62,2.86
"Weymouth",2003,44369317,0,6749028,4551781,1721147,57391273,59107647,0,8990879,6063764,2292867,76455157,77.31,0,11.76,7.93,3
"Weymouth",2004,46303167,0,7425621,4727431,1888031,60344250,60083813,0,9635618,6134399,2449943,78303772,76.73,0,12.31,7.83,3.13
"Weymouth",2005,48230999,0,8040702,4746086,1784631,62802418,60534472,0,10091843,5956788,2239881,78822984,76.8,0,12.8,7.56,2.84
"Weymouth",2006,50233187,0,8139357,4941645,1818756,65132945,61077177,0,9896425,6008413,2211376,79193390,77.12,0,12.5,7.59,2.79
"Weymouth",2007,52174089,0,8373180,5151000,1828365,67526634,61680280,0,9898785,6089519,2161496,79830080,77.26,0,12.4,7.63,2.71
"Weymouth",2008,54360381,0,9099229,4959347,1862791,70281748,61888671,0,10359368,5646160,2120766,80014965,77.35,0,12.95,7.06,2.65
"Weymouth",2009,55575743,0,9902855,5484559,2074606,73037763,63498260,0,11314542,6266402,2370348,83449552,76.09,0,13.56,7.51,2.84
"Weymouth",2010,57313144,0,10246963,5542151,2286467,75388725,64426559,0,11518764,6230015,2570252,84745590,76.02,0,13.59,7.35,3.03
"Weymouth",2011,59053797,0,10490819,5841896,2568660,77955172,64351965,0,11432031,6366017,2799114,84949127,75.75,0,13.46,7.49,3.3
"Weymouth",2012,61234875,0,10680395,6048958,2635622,80599850,65375805,0,11402643,6458011,2813853,86050312,75.97,0,13.25,7.5,3.27
"Weymouth",2013,62990930,0,11641721,5780141,2910942,83323734,66279772,0,12249551,6081930,3062926,87674179,75.6,0,13.97,6.94,3.49
"Weymouth",2014,65395780,0,12150597,5508729,2972924,86028030,67711770,0,12580910,5703821,3078210,89074711,76.02,0,14.12,6.4,3.46
"Weymouth",2015,67652677,0,12685696,5675521,2953173,88967067,69965548,0,13119387,5869552,3054134,92008622,76.04,0,14.26,6.38,3.32
"Weymouth",2016,72468436,0,13237683,5432711,2906398,94045228,84585100,0,15451013,6341056,3392345,109769514,77.06,0,14.08,5.78,3.09
"Weymouth",2017,76042703,0,12936053,5601387,2930071,97510214,76042703,0,12936053,5601387,2930071,97510214,77.98,0,13.27,5.74,3
"Whately",2003,1899699,0,243222,232396,77010,2452327,2530729,0,324014,309592,102591,3266926,77.47,0,9.92,9.48,3.14
"Whately",2004,2002969,0,234230,241854,91403,2570456,2599088,0,303941,313834,118606,3335469,77.92,0,9.11,9.41,3.56
"Whately",2005,2214003,0,226731,222686,77191,2740611,2778783,0,284569,279492,96882,3439726,80.79,0,8.27,8.13,2.82
"Whately",2006,2343761,0,227058,211778,70893,2853490,2849716,0,276074,257495,86197,3469481,82.14,0,7.96,7.42,2.48
"Whately",2007,2484615,0,241147,232183,71377,3029322,2937315,0,285084,274487,84382,3581269,82.02,0,7.96,7.66,2.36
"Whately",2008,2589512,0,268641,269278,69514,3196945,2948130,0,305845,306570,79141,3639685,81,0,8.4,8.42,2.17
"Whately",2009,2636873,0,273398,272027,85464,3267762,3012768,0,312372,310805,97647,3733593,80.69,0,8.37,8.32,2.62
"Whately",2010,2651817,0,293268,272473,92151,3309709,2980947,0,329667,306291,103588,3720493,80.12,0,8.86,8.23,2.78
"Whately",2011,2686792,27619,293789,286540,97038,3391778,2927845,30097,320147,312248,105744,3696080,79.21,0.81,8.66,8.45,2.86
"Whately",2012,2765429,29706,306254,293578,359903,3754870,2952438,31715,326964,313431,384241,4008788,73.65,0.79,8.16,7.82,9.58
"Whately",2013,2780042,28556,312732,295723,362129,3779182,2925192,30047,329060,311163,381036,3976498,73.56,0.76,8.28,7.83,9.58
"Whately",2014,2858375,30930,328908,314962,369059,3902234,2959604,32025,340556,326116,382129,4040432,73.25,0.79,8.43,8.07,9.46
"Whately",2015,2971454,35630,340289,322950,339074,4009397,3073040,36848,351923,333991,350666,4146468,74.11,0.89,8.49,8.05,8.46
"Whately",2016,2917669,31574,320656,306930,342901,3919730,3405501,36853,374269,358248,400234,4575106,74.44,0.81,8.18,7.83,8.75
"Whately",2017,3148767,39675,347566,336207,136618,4008833,3148767,39675,347566,336207,136618,4008833,78.55,0.99,8.67,8.39,3.41
"Whitman",2003,13463112,0,1006570,269289,299440,15038411,17935207,0,1340926,358740,398906,20033779,89.52,0,6.69,1.79,1.99
"Whitman",2004,14117569,0,1141185,294736,300183,15853673,18319209,0,1480822,382455,389523,20572008,89.05,0,7.2,1.86,1.89
"Whitman",2005,13689262,0,936291,233480,198257,15057290,17181321,0,1175134,293040,248831,18898325,90.91,0,6.22,1.55,1.32
"Whitman",2006,14845053,0,914268,218884,189833,16168038,18049699,0,1111634,266135,230813,19658281,91.82,0,5.65,1.35,1.17
"Whitman",2007,14713703,0,869712,207276,195190,15985881,17394560,0,1028175,245042,230754,18898531,92.04,0,5.44,1.3,1.22
"Whitman",2008,15306094,0,957671,251954,204134,16719853,17425813,0,1090297,286847,232404,19035361,91.54,0,5.73,1.51,1.22
"Whitman",2009,15072358,0,983736,260896,241373,16558363,17220975,0,1123971,298088,275782,18918816,91.03,0,5.94,1.58,1.46
"Whitman",2010,15686371,0,1078484,284281,353305,17402441,17633283,0,1212340,319565,397155,19562343,90.14,0,6.2,1.63,2.03
"Whitman",2011,16325617,0,1100486,275740,410786,18112629,17790313,0,1199219,300479,447641,19737652,90.13,0,6.08,1.52,2.27
"Whitman",2012,17273035,0,1176921,285865,454396,19190217,18441102,0,1256509,305196,485124,20487931,90.01,0,6.13,1.49,2.37
"Whitman",2013,18094554,0,1268104,309552,476388,20148598,19039295,0,1334313,325714,501261,21200584,89.81,0,6.29,1.54,2.36
"Whitman",2014,18148033,0,1274201,325475,464620,20212329,18790745,0,1319327,337002,481075,20928148,89.79,0,6.3,1.61,2.3
"Whitman",2015,18501586,0,1263902,297143,472965,20535596,19134108,0,1307112,307302,489134,21237655,90.1,0,6.15,1.45,2.3
"Whitman",2016,19082069,0,1279825,296871,1530304,22189069,22272575,0,1493811,346508,1786170,25899063,86,0,5.77,1.34,6.9
"Whitman",2017,19862192,0,1307747,300954,1424028,22894921,19862192,0,1307747,300954,1424028,22894921,86.75,0,5.71,1.31,6.22
"Wilbraham",2003,16902713,0,1345008,353577,408906,19010204,22517353,0,1791785,471026,544734,25324898,88.91,0,7.08,1.86,2.15
"Wilbraham",2004,19085933,0,1271891,360244,386974,21105042,24766246,0,1650428,467459,502144,27386278,90.43,0,6.03,1.71,1.83
"Wilbraham",2005,20113877,0,1404614,438487,401764,22358742,25244821,0,1762924,550343,504252,28062339,89.96,0,6.28,1.96,1.8
"Wilbraham",2006,21206547,0,1409467,416325,395665,23428004,25784468,0,1713733,506198,481078,28485478,90.52,0,6.02,1.78,1.69
"Wilbraham",2007,22276951,0,1470774,396445,345161,24489331,26335842,0,1738751,468678,408050,28951321,90.97,0,6.01,1.62,1.41
"Wilbraham",2008,23166320,0,1565083,401749,384776,25517928,26374590,0,1781829,457387,438063,29051869,90.78,0,6.13,1.57,1.51
"Wilbraham",2009,23887337,0,1748865,425975,478816,26540993,27292560,0,1998172,486699,547073,30324504,90,0,6.59,1.6,1.8
"Wilbraham",2010,24523735,0,1927267,449481,518302,27418785,27567496,0,2166470,505268,582631,30821865,89.44,0,7.03,1.64,1.89
"Wilbraham",2011,25320453,0,1972539,462756,558960,28314708,27592145,0,2149511,504273,609109,30855037,89.43,0,6.97,1.63,1.97
"Wilbraham",2012,26870942,0,2138922,506719,607698,30124281,28688055,0,2283564,540985,648793,32161397,89.2,0,7.1,1.68,2.02
"Wilbraham",2013,27807945,0,2329648,552279,668304,31358176,29259835,0,2451282,581114,703197,32995429,88.68,0,7.43,1.76,2.13
"Wilbraham",2014,28623917,0,2387799,565086,679522,32256324,29637632,0,2472363,585099,703587,33398681,88.74,0,7.4,1.75,2.11
"Wilbraham",2015,29489598,0,2527272,605639,718903,33341412,30497771,0,2613673,626344,743480,34481269,88.45,0,7.58,1.82,2.16
"Wilbraham",2016,30746482,0,2653040,616045,730248,34745815,35887269,0,3096626,719047,852345,40555287,88.49,0,7.64,1.77,2.1
"Wilbraham",2017,31854772,0,2658069,648608,751309,35912758,31854772,0,2658069,648608,751309,35912758,88.7,0,7.4,1.81,2.09
"Williamsburg",2003,2587398,0,228096,17982,54308,2887784,3446864,0,303864,23955,72348,3847031,89.6,0,7.9,0.62,1.88
"Williamsburg",2004,3108511,0,239989,22628,51329,3422457,4033659,0,311414,29362,66605,4441041,90.83,0,7.01,0.66,1.5
"Williamsburg",2005,3273504,0,251322,23587,56021,3604434,4108558,0,315433,29604,70312,4523906,90.82,0,6.97,0.65,1.55
"Williamsburg",2006,3346338,0,244360,23897,42212,3656807,4068722,0,297111,29056,51324,4446213,91.51,0,6.68,0.65,1.15
"Williamsburg",2007,3673842,0,250206,25403,39512,3988963,4343221,0,295794,30031,46711,4715758,92.1,0,6.27,0.64,0.99
"Williamsburg",2008,3847282,0,261958,26422,46128,4181790,4380087,0,298236,30081,52516,4760920,92,0,6.26,0.63,1.1
"Williamsburg",2009,3983565,0,267838,27106,74388,4352897,4551436,0,306019,30970,84992,4973418,91.52,0,6.15,0.62,1.71
"Williamsburg",2010,4129486,0,268673,27370,80926,4506455,4642017,0,302019,30767,90970,5065773,91.63,0,5.96,0.61,1.8
"Williamsburg",2011,4289778,0,276556,26107,92809,4685250,4674647,0,301368,28449,101136,5105600,91.56,0,5.9,0.56,1.98
"Williamsburg",2012,4364908,0,281596,31197,102684,4780385,4660079,0,300639,33307,109628,5103652,91.31,0,5.89,0.65,2.15
"Williamsburg",2013,4610384,0,289388,32244,106046,5038062,4851098,0,304497,33928,111583,5301106,91.51,0,5.74,0.64,2.1
"Williamsburg",2014,4795339,0,309951,33258,102488,5241036,4965166,0,320928,34436,106118,5426647,91.5,0,5.91,0.63,1.96
"Williamsburg",2015,4989226,0,324782,34445,107418,5455871,5159795,0,335885,35623,111090,5642393,91.45,0,5.95,0.63,1.97
"Williamsburg",2016,5168198,0,346980,40736,131675,5687589,6032317,0,404995,47547,153691,6638549,90.87,0,6.1,0.72,2.32
"Williamsburg",2017,5333378,0,352484,39730,130653,5856245,5333378,0,352484,39730,130653,5856245,91.07,0,6.02,0.68,2.23
"Williamstown",2003,7974903,0,1014158,161911,176215,9327187,10623958,0,1351035,215694,234749,12425435,85.5,0,10.87,1.74,1.89
"Williamstown",2004,8732327,0,1098749,174021,220342,10225439,11331223,0,1425756,225813,285920,13268712,85.4,0,10.75,1.7,2.15
"Williamstown",2005,9131687,0,1060241,167019,212448,10571395,11461132,0,1330703,209625,266642,13268102,86.38,0,10.03,1.58,2.01
"Williamstown",2006,9695608,0,1130179,161531,177046,11164364,11788628,0,1374154,196401,215265,13574449,86.84,0,10.12,1.45,1.59
"Williamstown",2007,10313793,0,1098383,152914,177200,11742290,12192980,0,1298510,180775,209486,13881752,87.83,0,9.35,1.3,1.51
"Williamstown",2008,10758285,0,1129478,156910,189792,12234465,12248184,0,1285898,178640,216076,13928798,87.93,0,9.23,1.28,1.55
"Williamstown",2009,11057521,0,1285339,149272,229614,12721746,12633809,0,1468569,170551,262346,14535275,86.92,0,10.1,1.17,1.8
"Williamstown",2010,11619714,0,1175098,153363,233016,13181191,13061894,0,1320945,172398,261937,14817173,88.15,0,8.91,1.16,1.77
"Williamstown",2011,12039870,0,1233985,158350,243742,13675947,13120059,0,1344695,172557,265610,14902921,88.04,0,9.02,1.16,1.78
"Williamstown",2012,12832472,0,1172537,151488,249220,14405717,13700251,0,1251828,161732,266073,15379885,89.08,0,8.14,1.05,1.73
"Williamstown",2013,12687087,0,1205483,154189,254988,14301747,13349497,0,1268423,162239,268301,15048461,88.71,0,8.43,1.08,1.78
"Williamstown",2014,12810223,0,1294656,160361,256515,14521755,13263897,0,1340506,166040,265599,15036043,88.21,0,8.92,1.1,1.77
"Williamstown",2015,13362680,0,1218245,116548,274191,14971664,13819516,0,1259894,120532,283565,15483507,89.25,0,8.14,0.78,1.83
"Williamstown",2016,13484402,0,1231976,118842,267081,15102301,15738983,0,1437961,138712,311737,17627393,89.29,0,8.16,0.79,1.77
"Williamstown",2017,14664332,0,1336926,126434,288528,16416220,14664332,0,1336926,126434,288528,16416220,89.33,0,8.14,0.77,1.76
"Wilmington",2003,21177638,0,3736829,13983565,1851899,40749931,28212297,0,4978106,18628541,2467052,54285995,51.97,0,9.17,34.32,4.54
"Wilmington",2004,22085229,0,2946855,15588706,1594337,42215127,28658186,0,3823891,20228182,2068840,54779100,52.32,0,6.98,36.93,3.78
"Wilmington",2005,24266995,0,2906968,15079741,1344341,43598045,30457377,0,3648520,18926503,1687275,54719676,55.66,0,6.67,34.59,3.08
"Wilmington",2006,26274512,0,2998432,14800202,1469489,45542635,31946470,0,3645713,17995166,1786712,55374061,57.69,0,6.58,32.5,3.23
"Wilmington",2007,27878416,0,3006181,15367786,1193812,47446195,32957902,0,3553911,18167818,1411326,56090958,58.76,0,6.34,32.39,2.52
"Wilmington",2008,29563072,0,3090356,15609429,1387666,49650523,33657219,0,3518335,17771156,1579842,56526552,59.54,0,6.22,31.44,2.79
"Wilmington",2009,29542779,0,3511677,17093114,2012966,52160536,33754206,0,4012279,19529797,2299921,59596203,56.64,0,6.73,32.77,3.86
"Wilmington",2010,30024616,0,3794422,18343332,2134242,54296612,33751118,0,4265366,20620013,2399133,61035631,55.3,0,6.99,33.78,3.93
"Wilmington",2011,31093272,0,4063148,19117142,2313983,56587545,33882888,0,4427684,20832287,2521588,61664447,54.95,0,7.18,33.78,4.09
"Wilmington",2012,31886755,0,4071556,19253327,2551346,57762984,34043056,0,4346890,20555309,2723878,61669132,55.2,0,7.05,33.33,4.42
"Wilmington",2013,34974535,0,4603716,20882873,2824555,63285679,36800603,0,4844082,21973196,2972029,66589910,55.26,0,7.27,33,4.46
"Wilmington",2014,37795766,0,4822686,20851632,3049006,66519090,39134302,0,4993481,21590092,3156986,68874862,56.82,0,7.25,31.35,4.58
"Wilmington",2015,40696470,0,4940445,20552428,3173757,69363100,42087777,0,5109346,21255063,3282260,71734446,58.67,0,7.12,29.63,4.58
"Wilmington",2016,43073964,0,5251752,21152797,3298969,72777482,50275896,0,6129841,24689527,3850554,84945818,59.19,0,7.22,29.07,4.53
"Wilmington",2017,45988354,0,5128007,21681269,3610489,76408119,45988354,0,5128007,21681269,3610489,76408119,60.19,0,6.71,28.38,4.73
"Winchendon",2003,5697562,0,392465,143254,145636,6378917,7590143,0,522832,190839,194012,8497827,89.32,0,6.15,2.25,2.28
"Winchendon",2004,5997835,0,384032,142173,145029,6669069,7782897,0,498327,184486,188192,8653903,89.94,0,5.76,2.13,2.17
"Winchendon",2005,6360305,0,367180,136889,115707,6980081,7982785,0,460846,171809,145223,8760663,91.12,0,5.26,1.96,1.66
"Winchendon",2006,7482500,0,390295,143689,127669,8144153,9097770,0,474549,174708,155229,9902256,91.88,0,4.79,1.76,1.57
"Winchendon",2007,7979189,0,399666,142446,118527,8639828,9433008,0,472486,168400,140123,10214017,92.35,0,4.63,1.65,1.37
"Winchendon",2008,8278185,0,410195,145555,126625,8960560,9424619,0,467002,165713,144161,10201495,92.38,0,4.58,1.62,1.41
"Winchendon",2009,8503821,0,468635,142786,202964,9318206,9716070,0,535441,163141,231897,10646549,91.26,0,5.03,1.53,2.18
"Winchendon",2010,8783081,0,441025,153082,224286,9601474,9873192,0,495763,172082,252123,10793160,91.48,0,4.59,1.59,2.34
"Winchendon",2011,8985355,0,447639,154251,265756,9853001,9791500,0,487800,168090,289599,10736989,91.19,0,4.54,1.57,2.7
"Winchendon",2012,9079509,0,513934,160675,276319,10030437,9693499,0,548688,171540,295005,10708732,90.52,0,5.12,1.6,2.75
"Winchendon",2013,8681986,0,513467,162962,269189,9627604,9135284,0,540276,171470,283244,10130274,90.18,0,5.33,1.69,2.8
"Winchendon",2014,8906546,0,543303,165882,267899,9883630,9221971,0,562544,171757,277387,10233659,90.11,0,5.5,1.68,2.71
"Winchendon",2015,9256019,0,556458,178723,311920,10303120,9572458,0,575482,184833,322584,10655357,89.84,0,5.4,1.73,3.03
"Winchendon",2016,9643236,0,576600,186325,309565,10715726,11255577,0,673007,217478,361324,12507387,89.99,0,5.38,1.74,2.89
"Winchendon",2017,10254206,0,619349,196214,339975,11409744,10254206,0,619349,196214,339975,11409744,89.87,0,5.43,1.72,2.98
"Winchester",2003,44431175,0,1768063,275565,353574,46828377,59190052,0,2355367,367101,471022,62383542,94.88,0,3.78,0.59,0.76
"Winchester",2004,46140293,0,1808107,278123,389178,48615701,59872465,0,2346232,360897,505004,63084598,94.91,0,3.72,0.57,0.8
"Winchester",2005,48009949,0,1831514,224639,351663,50417765,60257034,0,2298724,281943,441370,63279071,95.22,0,3.63,0.45,0.7
"Winchester",2006,50238631,0,1880551,222803,366188,52708173,61083796,0,2286511,270900,445238,64086445,95.31,0,3.57,0.42,0.69
"Winchester",2007,52067746,0,1950612,225633,373347,54617338,61554562,0,2306016,266744,441371,64568693,95.33,0,3.57,0.41,0.68
"Winchester",2008,54620224,0,2151666,253574,404032,57429496,62184500,0,2449647,288691,459986,65382824,95.11,0,3.75,0.44,0.7
"Winchester",2009,56929424,0,2361873,275870,505981,60073148,65044913,0,2698566,315196,578110,68636785,94.77,0,3.93,0.46,0.84
"Winchester",2010,58485527,0,2389731,281066,586898,61743222,65744453,0,2686332,315950,659741,69406476,94.72,0,3.87,0.46,0.95
"Winchester",2011,61043518,0,2411711,287240,641231,64383700,66520199,0,2628084,313010,698761,70160055,94.81,0,3.75,0.45,1
"Winchester",2012,63735785,0,2461240,298663,636364,67132052,68045836,0,2627678,318860,679397,71671771,94.94,0,3.67,0.44,0.95
"Winchester",2013,65812350,0,2500939,304753,691257,69309299,69248502,0,2631516,320665,727348,72928031,94.95,0,3.61,0.44,1
"Winchester",2014,68132062,0,2612948,314064,701470,71760544,70544957,0,2705485,325187,726313,74301942,94.94,0,3.64,0.44,0.98
"Winchester",2015,70826173,0,2578619,319608,623923,74348323,73247537,0,2666775,330535,645253,76890100,95.26,0,3.47,0.43,0.84
"Winchester",2016,73323882,0,2532737,316468,613014,76786101,85583576,0,2956209,369381,715509,89624675,95.49,0,3.3,0.41,0.8
"Winchester",2017,80703812,0,2693561,341057,666106,84404536,80703812,0,2693561,341057,666106,84404536,95.62,0,3.19,0.4,0.79
"Windsor",2003,873761,2429,15601,12850,21825,926466,1164002,3236,20783,17118,29075,1234214,94.31,0.26,1.68,1.39,2.36
"Windsor",2004,901993,1214,14142,13154,22940,953443,1170442,1575,18351,17069,29767,1237205,94.6,0.13,1.48,1.38,2.41
"Windsor",2005,987720,1255,13772,14105,31152,1048004,1239682,1575,17285,17703,39099,1315344,94.25,0.12,1.31,1.35,2.97
"Windsor",2006,1098819,70,15028,15165,25292,1154374,1336024,85,18272,18439,30752,1403572,95.19,0.01,1.3,1.31,2.19
"Windsor",2007,1150284,70,15394,15440,24039,1205227,1359867,83,18199,18253,28419,1424821,95.44,0.01,1.28,1.28,1.99
"Windsor",2008,1126325,58,13275,13500,20001,1173159,1282308,66,15113,15370,22771,1335628,96.01,0,1.13,1.15,1.7
"Windsor",2009,1214250,0,15830,10800,28006,1268886,1387346,0,18087,12340,31998,1449770,95.69,0,1.25,0.85,2.21
"Windsor",2010,1222074,0,15053,11070,34219,1282416,1373752,0,16921,12444,38466,1441583,95.29,0,1.17,0.86,2.67
"Windsor",2011,1297302,0,17974,12296,44555,1372127,1413693,0,19587,13399,48552,1495231,94.55,0,1.31,0.9,3.25
"Windsor",2012,1289110,0,16246,11152,51661,1368169,1376284,0,17345,11906,55155,1460690,94.22,0,1.19,0.82,3.78
"Windsor",2013,1343392,0,16442,11763,54001,1425598,1413532,0,17300,12377,56820,1500030,94.23,0,1.15,0.83,3.79
"Windsor",2014,1382775,0,16682,12077,54785,1466319,1431746,0,17273,12505,56725,1518249,94.3,0,1.14,0.82,3.74
"Windsor",2015,1392142,0,16982,11839,63843,1484806,1439736,0,17563,12244,66026,1535568,93.76,0,1.14,0.8,4.3
"Windsor",2016,1339335,0,14827,11882,78522,1444566,1563271,0,17306,13869,91651,1686096,92.72,0,1.03,0.82,5.44
"Windsor",2017,1310531,0,14943,11495,81644,1418613,1310531,0,14943,11495,81644,1418613,92.38,0,1.05,0.81,5.76
"Winthrop",2003,15132312,2765,784913,29882,148222,16098094,20158871,3683,1045641,39808,197457,21445461,94,0.02,4.88,0.19,0.92
"Winthrop",2004,15485734,1705,805410,30494,166339,16489682,20094564,2212,1045114,39570,215844,21397305,93.91,0.01,4.88,0.18,1.01
