"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed"
"Clinton","Worcester","MA",2012,895941131,0,68539339,63764800,30769733,1059015003,84.6,15.4,936575621,0,71647870,66656787,32165263,1107045540
"Clinton","Worcester","MA",2013,904588655,0,70569400,63623100,30684924,1069466079,84.58,15.42,931964308,0,72705049,65548532,31613545,1101831433
"Clinton","Worcester","MA",2014,910216597,0,70066258,61752200,32358330,1074393385,84.72,15.28,922793132,0,71034369,62605435,32805428,1089238363
"Clinton","Worcester","MA",2015,918502344,0,69667211,64464300,35614917,1088248772,84.4,15.6,930089369,0,70546072,65277525,36064204,1101977171
"Clinton","Worcester","MA",2016,982294383,0,69646872,67877600,37488265,1157307120,84.88,15.12,982294383,0,69646872,67877600,37488265,1157307120
"Clinton","Worcester","MA",2017,988140027,0,69656193,67768135,52315444,1177879799,83.89,16.11,988140027,0,69656193,67768135,52315444,1177879799
"Douglas","Worcester","MA",2003,511034551,0,11680669,13062580,8962100,544739900,93.81,6.19,666586247,0,15236100,17038645,11690037,710551028
"Douglas","Worcester","MA",2004,526008776,0,11419920,13321480,10192580,560942756,93.77,6.23,668320743,0,14509586,16925614,12950188,712706130
"Douglas","Worcester","MA",2005,783549342,0,16797187,14129340,10755490,825231359,94.95,5.05,962915140,0,20642307,17363751,13217578,1014138775
"Douglas","Worcester","MA",2006,878402956,0,18632272,18143900,11034550,926213678,94.84,5.16,1045748305,0,22181923,21600511,13136752,1102667491
"Douglas","Worcester","MA",2007,972439915,0,20837110,17911480,11004660,1022193165,95.13,4.87,1125639700,0,24119823,20733284,12738352,1183231159
"Douglas","Worcester","MA",2008,963977541,0,21675965,24815750,13122310,1023591566,94.18,5.82,1074584923,0,24163079,27663125,14627972,1141039098
"Douglas","Worcester","MA",2009,932222513,0,19977880,19621800,16627180,988449373,94.31,5.69,1042896697,0,22349669,21951315,18601172,1105798854
"Douglas","Worcester","MA",2010,884961996,0,19916319,17906800,16413081,939198196,94.23,5.77,974048289,0,21921231,19709420,18065333,1033744274
"Douglas","Worcester","MA",2011,798775538,0,18479936,17220800,16398019,850874293,93.88,6.12,852283155,0,19717852,18374371,17496474,907871852
"Douglas","Worcester","MA",2012,794587753,0,18605683,15509100,18123656,846826192,93.83,6.17,830625464,0,19449525,16212499,18945636,885233124
"Douglas","Worcester","MA",2013,801306798,0,18668265,15509100,19203467,854687630,93.75,6.25,825556822,0,19233224,15978453,19784623,880553124
"Douglas","Worcester","MA",2014,805118098,0,18689079,15895300,17924614,857627091,93.88,6.12,816242478,0,18947307,16114927,18172280,869476992
"Douglas","Worcester","MA",2015,816900893,0,19470234,17264900,23186058,876822085,93.17,6.83,827206203,0,19715854,17482699,23478553,887883309
"Douglas","Worcester","MA",2016,822550323,0,19377948,16364000,25884792,884177063,93.03,6.97,822550323,0,19377948,16364000,25884792,884177063
"Douglas","Worcester","MA",2017,853050505,0,19892822,17002700,23893646,913839673,93.35,6.65,853050505,0,19892822,17002700,23893646,913839673
"Dudley","Worcester","MA",2003,525461641,0,23313159,14137500,9901732,572814032,91.73,8.27,685404740,0,30409355,18440755,12915679,747170529
"Dudley","Worcester","MA",2004,581384893,0,23011707,15752400,9997363,630146363,92.26,7.74,738678899,0,29237537,20014221,12702155,800632812
"Dudley","Worcester","MA",2005,819241736,0,27952164,15079200,10466532,872739632,93.87,6.13,1006778041,0,34350819,18531047,12862473,1072522380
"Dudley","Worcester","MA",2006,890372325,0,27281775,17247800,11216073,946117973,94.11,5.89,1059997969,0,32479251,20533694,13352857,1126363772
"Dudley","Worcester","MA",2007,952209587,0,28818013,18269400,10295489,1009592489,94.32,5.68,1102222253,0,33358050,21147591,11917457,1168645352
"Dudley","Worcester","MA",2008,993809132,0,31224568,20700100,9797708,1055531508,94.15,5.85,1107839409,0,34807294,23075242,10921903,1176643849
"Dudley","Worcester","MA",2009,924174024,0,31341576,20872300,11799551,988187451,93.52,6.48,1033892685,0,35062472,23350276,13200403,1105505836
"Dudley","Worcester","MA",2010,842226207,0,31451893,21113600,13054217,907845917,92.77,7.23,927010425,0,34618054,23239039,14368343,999235861
"Dudley","Worcester","MA",2011,793254744,0,31658756,21401900,12856251,859171651,92.33,7.67,846392539,0,33779483,22835550,13717453,916725025
"Dudley","Worcester","MA",2012,770503125,0,30333175,20688000,13037356,834561656,92.32,7.68,805448503,0,31708905,21626283,13628652,872412343
"Dudley","Worcester","MA",2013,746688889,0,30616911,20969400,13114072,811389272,92.03,7.97,769286006,0,31543474,21603999,13510944,835944423
"Dudley","Worcester","MA",2014,762760967,0,30506833,21176400,12478989,826923189,92.24,7.76,773300095,0,30928348,21468996,12651412,838348852
"Dudley","Worcester","MA",2015,784031383,0,31434017,21634300,14188428,851288128,92.1,7.9,793922040,0,31830561,21907219,14367417,862027237
"Dudley","Worcester","MA",2016,812325515,0,32394285,21681400,13767320,880168520,92.29,7.71,812325515,0,32394285,21681400,13767320,880168520
"Dudley","Worcester","MA",2017,845851075,0,32923775,22688100,14689336,916152286,92.33,7.67,845851075,0,32923775,22688100,14689336,916152286
"East Brookfield","Worcester","MA",2003,116800247,0,9515146,1602500,2900895,130818788,89.28,10.72,152352592,0,12411422,2090278,3783886,170638179
"East Brookfield","Worcester","MA",2004,119315757,0,9387367,1829800,4106718,134639642,88.62,11.38,151596701,0,11927124,2324853,5217793,171066472
"East Brookfield","Worcester","MA",2005,189067696,0,11174118,2090600,4074907,206407321,91.6,8.4,232348031,0,13732036,2569169,5007712,253656948
"East Brookfield","Worcester","MA",2006,222562808,0,14489608,2203500,4246995,243502911,91.4,8.6,264963452,0,17250036,2623291,5056094,289892873
"East Brookfield","Worcester","MA",2007,229119433,0,14630409,2203500,4097260,250050602,91.63,8.37,265215286,0,16935308,2550643,4742749,289443985
"East Brookfield","Worcester","MA",2008,227349611,0,15276505,2423200,3810911,248860227,91.36,8.64,253435847,0,17029341,2701239,4248177,277414604
"East Brookfield","Worcester","MA",2009,230286797,0,15945639,2537100,4235170,253004706,91.02,8.98,257626625,0,17838718,2838306,4737973,283041622
"East Brookfield","Worcester","MA",2010,213223128,0,14854323,2176100,4465630,234719181,90.84,9.16,234687618,0,16349660,2395161,4915171,258347610
"East Brookfield","Worcester","MA",2011,201560672,0,13556375,2142000,4217895,221476942,91.01,8.99,215062627,0,14464477,2285486,4500439,236313029
"East Brookfield","Worcester","MA",2012,202993672,0,13588927,2087300,4195042,222864941,91.08,8.92,212200241,0,14205239,2181967,4385304,232972751
"East Brookfield","Worcester","MA",2013,202338702,0,13804252,2278500,4235835,222657289,90.87,9.13,208462098,0,14222011,2347454,4364024,229395588
"East Brookfield","Worcester","MA",2014,176673980,0,12553705,2362200,4220284,195810169,90.23,9.77,179115098,0,12727161,2394839,4278596,198515694
"East Brookfield","Worcester","MA",2015,177821280,0,12603133,2465600,4635232,197525245,90.02,9.98,180064518,0,12762123,2496704,4693706,200017051
"East Brookfield","Worcester","MA",2016,178667780,0,13020772,2265600,4853871,198808023,89.87,10.13,178667780,0,13020772,2265600,4853871,198808023
"East Brookfield","Worcester","MA",2017,191231758,0,13548819,2489370,13350085,220620032,86.68,13.32,191231758,0,13548819,2489370,13350085,220620032
"Fitchburg","Worcester","MA",2003,1272004405,0,164842338,96420700,59520380,1592787823,79.86,20.14,1659184572,0,215018016,125769799,77637543,2077609930
"Fitchburg","Worcester","MA",2004,1538374509,0,173083428,102105375,65316020,1878879332,81.88,18.12,1954582588,0,219911246,129730041,82987306,2387211180
"Fitchburg","Worcester","MA",2005,1790525753,0,186602155,103166091,65268650,2145562649,83.45,16.55,2200403044,0,229318092,126782304,80209590,2636713030
"Fitchburg","Worcester","MA",2006,2041824154,0,201781615,109902400,70967487,2424475656,84.22,15.78,2430813937,0,240223215,130840007,84487568,2886364726
"Fitchburg","Worcester","MA",2007,2268270874,0,228931705,116823600,77560097,2691586276,84.27,15.73,2625618001,0,264997983,135228182,89779042,3115623209
"Fitchburg","Worcester","MA",2008,2338208370,0,235620767,118632100,82100169,2774561406,84.27,15.73,2606495851,0,262656040,132244021,91520393,3092916306
"Fitchburg","Worcester","MA",2009,2225181532,0,237146816,120085700,91076226,2673490274,83.23,16.77,2489356819,0,265301071,134342368,101888867,2990889125
"Fitchburg","Worcester","MA",2010,1993453635,0,235972456,117636400,96319517,2443382008,81.59,18.41,2194128236,0,259727048,129478480,106015695,2689349459
"Fitchburg","Worcester","MA",2011,1820915934,0,227699526,114153700,112374243,2275143403,80.04,19.96,1942893720,0,242952445,121800520,119901862,2427548547
"Fitchburg","Worcester","MA",2012,1718112950,0,222182867,112062500,116447354,2168805671,79.22,20.78,1796036198,0,232259743,117144980,121728704,2267169624
"Fitchburg","Worcester","MA",2013,1634790575,0,211979373,109833500,120365137,2076968585,78.71,21.29,1684264399,0,218394525,113157402,124007759,2139824084
"Fitchburg","Worcester","MA",2014,1622193081,0,209564577,110933200,123041728,2065732586,78.53,21.47,1644607051,0,212460147,112465973,124741805,2094274976
"Fitchburg","Worcester","MA",2015,1621499006,0,232614243,114454900,124566926,2093135075,77.47,22.53,1641954425,0,235548702,115898763,126138354,2119540244
"Fitchburg","Worcester","MA",2016,1644505143,0,232513198,115154600,132368654,2124541595,77.41,22.59,1644505143,0,232513198,115154600,132368654,2124541595
"Fitchburg","Worcester","MA",2017,1699988895,0,239010591,119545970,140755393,2199300849,77.3,22.7,1699988895,0,239010591,119545970,140755393,2199300849
"Gardner","Worcester","MA",2003,620958468,0,68612432,41895400,22480026,753946326,82.36,17.64,809969451,0,89497087,54647768,29322628,983436934
"Gardner","Worcester","MA",2004,631772993,0,69000407,43281200,23429604,767484204,82.32,17.68,802699527,0,87668505,54990953,29768496,975127482
"Gardner","Worcester","MA",2005,1003795974,0,83519326,50388000,23353391,1161056691,86.46,13.54,1233579418,0,102638110,61922543,28699321,1426839392
"Gardner","Worcester","MA",2006,1078630039,0,83861161,52029800,26903847,1241424847,86.89,13.11,1284120832,0,99837627,61942045,32029323,1477929828
"Gardner","Worcester","MA",2007,1198607912,0,91803688,50351500,26530138,1367293238,87.66,12.34,1387438576,0,106266592,58283958,30709740,1582698866
"Gardner","Worcester","MA",2008,1188487887,0,97869413,55154800,28050661,1369562761,86.78,13.22,1324855726,0,109099010,61483296,31269211,1526707243
"Gardner","Worcester","MA",2009,1131324884,0,97009516,54835000,30940525,1314109925,86.09,13.91,1265636657,0,108526561,61345054,34613808,1470122080
"Gardner","Worcester","MA",2010,1017805088,0,98461512,54698200,31192161,1202156961,84.66,15.34,1120264270,0,108373317,60204493,34332176,1323174257
"Gardner","Worcester","MA",2011,985326207,0,108480493,66734400,39011148,1199552248,82.14,17.86,1051330303,0,115747281,71204741,41624390,1279906714
"Gardner","Worcester","MA",2012,977326178,0,107855422,62259200,37639103,1185079903,82.47,17.53,1021651803,0,112747094,65082902,39346186,1238827985
"Gardner","Worcester","MA",2013,969707075,0,111731325,61621600,38325479,1181385479,82.08,17.92,999053413,0,115112661,63486460,39485327,1217137861
"Gardner","Worcester","MA",2014,920245074,0,110967326,62394500,42542715,1136149615,81,19,932960173,0,112500570,63256610,43130531,1151847884
"Gardner","Worcester","MA",2015,896784169,0,111029231,62898800,60974511,1131686711,79.24,20.76,908097217,0,112429879,63692276,61743712,1145963085
"Gardner","Worcester","MA",2016,904538011,0,116765889,58565500,59151676,1139021076,79.41,20.59,904538011,0,116765889,58565500,59151676,1139021076
"Gardner","Worcester","MA",2017,949314346,0,120068054,60033000,67832212,1197247612,79.29,20.71,949314346,0,120068054,60033000,67832212,1197247612
"Grafton","Worcester","MA",2003,954007794,0,50526600,32542400,31296621,1068373415,89.3,10.7,1244394286,0,65906183,42447847,40822870,1393571186
"Grafton","Worcester","MA",2004,1521591774,0,60599402,39826087,35255807,1657273070,91.81,8.19,1933259274,0,76994604,50601057,44794285,2105649220
"Grafton","Worcester","MA",2005,1725615404,0,59635341,41109087,36248926,1862608758,92.65,7.35,2120633775,0,73286735,50519553,44546830,2288986893
"Grafton","Worcester","MA",2006,1883750808,0,69671934,46409644,39105204,2038937590,92.39,7.61,2242625894,0,82945198,55251188,46555172,2427377451
"Grafton","Worcester","MA",2007,2196044247,0,86911015,47443751,40488320,2370887333,92.63,7.37,2542012673,0,100603119,54918118,46866917,2744400826
"Grafton","Worcester","MA",2008,2182040698,0,82034791,50652230,39471160,2354198879,92.69,7.31,2432409404,0,91447514,56464098,44000105,2624321121
"Grafton","Worcester","MA",2009,2116121201,0,94951821,56041859,48348450,2315463331,91.39,8.61,2367348761,0,106224575,62695192,54088416,2590356944
"Grafton","Worcester","MA",2010,1952034246,0,94545533,55667847,52422380,2154670006,90.6,9.4,2148539289,0,104063129,61271751,57699573,2371573743
"Grafton","Worcester","MA",2011,1872466775,0,95119674,53709542,51777350,2073073341,90.32,9.68,1997897800,0,101491460,57307386,55245762,2211942408
"Grafton","Worcester","MA",2012,1918885757,0,96268441,55636459,54043080,2124833737,90.31,9.69,2005914849,0,100634597,58159793,56494148,2221203388
"Grafton","Worcester","MA",2013,1860500724,0,92825844,54255227,53188630,2060770425,90.28,9.72,1916805236,0,95635041,55897158,54798283,2123135718
"Grafton","Worcester","MA",2014,1935234753,0,97322542,56178183,50980520,2139715998,90.44,9.56,1961974044,0,98667255,56954401,51684922,2169280623
"Grafton","Worcester","MA",2015,1951469299,0,93003580,56439326,50125070,2151037275,90.72,9.28,1976087336,0,94176832,57151315,50757404,2178172887
"Grafton","Worcester","MA",2016,1990526950,0,93626646,55529773,52821460,2192504829,90.79,9.21,1990526950,0,93626646,55529773,52821460,2192504829
"Grafton","Worcester","MA",2017,2123563897,0,99118241,56291897,60403440,2339377475,90.77,9.23,2123563897,0,99118241,56291897,60403440,2339377475
"Hardwick","Worcester","MA",2003,129134102,0,9788987,1649500,3797894,144370483,89.45,10.55,168440698,0,12768616,2151584,4953919,188314818
"Hardwick","Worcester","MA",2004,131154171,0,9919991,1703100,3724325,146501587,89.52,10.48,166638005,0,12603850,2163875,4731943,186137673
"Hardwick","Worcester","MA",2005,153781153,0,9980585,1703400,3480829,168945967,91.02,8.98,188983887,0,12265286,2093333,4277641,207620147
"Hardwick","Worcester","MA",2006,220256887,0,11259184,1716100,3683729,236915900,92.97,7.03,262218228,0,13404181,2043036,4385520,282050964
"Hardwick","Worcester","MA",2007,245736549,0,12334060,1648100,3662178,263380887,93.3,6.7,284450289,0,14277188,1907744,4239124,304874346
"Hardwick","Worcester","MA",2008,257134468,0,13088489,1651800,3695887,275570644,93.31,6.69,286638237,0,14590270,1841329,4119955,307189791
"Hardwick","Worcester","MA",2009,260248499,0,13818960,1534500,5333012,280934971,92.64,7.36,291145404,0,15459558,1716677,5966151,314287790
"Hardwick","Worcester","MA",2010,239898400,0,12603373,1829000,5495697,259826470,92.33,7.67,264048205,0,13872114,2013120,6048931,285982370
"Hardwick","Worcester","MA",2011,218480984,0,11875374,1876000,5914537,238146895,91.74,8.26,233116381,0,12670870,2001668,6310734,254099653
"Hardwick","Worcester","MA",2012,214327636,0,12269860,1877400,5890394,234365290,91.45,8.55,224048246,0,12826347,1962548,6157547,244994687
"Hardwick","Worcester","MA",2013,213529517,0,11897903,1815000,5940163,233182583,91.57,8.43,219991581,0,12257970,1869928,6119931,240239410
"Hardwick","Worcester","MA",2014,193422330,0,12360219,1782200,5735083,213299832,90.68,9.32,196094862,0,12531001,1806825,5814325,216247013
"Hardwick","Worcester","MA",2015,198349725,0,12660386,1693119,5624175,218327405,90.85,9.15,200851932,0,12820098,1714478,5695125,221081633
"Hardwick","Worcester","MA",2016,205236531,0,12321339,1704094,6951736,226213700,90.73,9.27,205236531,0,12321339,1704094,6951736,226213700
"Hardwick","Worcester","MA",2017,204292764,0,12318729,1731933,7027837,225371263,90.65,9.35,204292764,0,12318729,1731933,7027837,225371263
"Harvard","Worcester","MA",2003,846436200,0,24625900,3988800,8300300,883351200,95.82,4.18,1104079419,0,32121676,5202934,10826794,1152230823
"Harvard","Worcester","MA",2004,910707223,0,28237277,2595300,10491590,952031390,95.66,4.34,1157099568,0,35876888,3297460,13330096,1209604012
"Harvard","Worcester","MA",2005,1135908270,0,34524630,2052500,9941600,1182427000,96.07,3.93,1395934133,0,42427818,2522347,12217376,1453101674
"Harvard","Worcester","MA",2006,1140156996,0,34975304,2057700,10580232,1187770232,95.99,4.01,1357369346,0,41638481,2449714,12595882,1414053423
"Harvard","Worcester","MA",2007,1138170159,0,34613441,2283500,9475205,1184542305,96.09,3.91,1317479359,0,40066499,2643246,10967944,1371157050
"Harvard","Worcester","MA",2008,1140954360,0,38410640,2376000,10815890,1192556890,95.67,4.33,1271868172,0,42817901,2648624,12056912,1329391609
"Harvard","Worcester","MA",2009,1128857884,0,36493416,2376000,14498322,1182225622,95.49,4.51,1262876773,0,40825943,2658081,16219574,1322580370
"Harvard","Worcester","MA",2010,1086713988,0,34767212,2353400,15160912,1138995512,95.41,4.59,1196110009,0,38267116,2590309,16687113,1253654547
