Municipal,Fiscal_Year,Total_Budget,Residential,Open_Space,Commercial,Industrial,Personal_Property,Total_Levy,Inflation_Adjusted_Residential,Inflation_Adjusted_Open_Space,Inflation_Adjusted_Commercial,Inflation_Adjusted_Industrial,Inflation_Adjusted_Personal_Property,Inflation_Adjusted_Total_Levy,Percentage_of_Residential,Percentage_of_Open_Space,Percentage_of_Commercial,Percentage_of_Industrial,Percentage_of_Personal_Property,Total_Levy_Pct_Change,Total_Levy_Million,Residential_Million,Open_Space_Million,Commercial_Million,Industrial_Million,Personal_Property_Million
Salisbury,2004,16484690.63,8447281,0,1572487,221615,199566,10440949,11229070,0,2090326,294595,265285,13879277,80.91,0,15.06,2.12,1.91,2.7,13.88,11.23,0,2.09,0.29,0.27
Salisbury,2005,17198978.86,8988430,0,1639480,209188,197724,11034822,11556875,0,2107962,268963,254224,14188024,81.46,0,14.86,1.9,1.79,5,14.19,11.56,0,2.11,0.27,0.25
Salisbury,2006,19656185.64,9776885,0,1653460,200612,163114,11794071,12177799,0,2059501,249876,203170,14690346,82.9,0,14.02,1.7,1.38,8.7,14.69,12.18,0,2.06,0.25,0.2
Salisbury,2007,19959946.9,10451547,0,1806510,199484,164712,12622253,12657622,0,2187822,241590,199479,15286513,82.8,0,14.31,1.58,1.3,13.1,15.29,12.66,0,2.19,0.24,0.2
Salisbury,2008,21521467.09,10953497,0,2003256,258605,185480,13400838,12775018,0,2336389,301610,216325,15629342,81.74,0,14.95,1.93,1.38,15.6,15.63,12.78,0,2.34,0.3,0.22
Salisbury,2009,22307172.84,11519359,0,2098350,283228,239823,14140760,13482950,0,2456035,331507,280703,16551195,81.46,0,14.84,2,1.7,22.4,16.55,13.48,0,2.46,0.33,0.28
Salisbury,2010,22722318.87,12011350,0,2232612,302839,260558,14807359,13831924,0,2571012,348741,300051,17051728,81.12,0,15.08,2.05,1.76,26.1,17.05,13.83,0,2.57,0.35,0.3
Salisbury,2011,23179923.27,12462216,0,2427713,332392,296443,15518764,13911992,0,2710138,371060,330929,17324120,80.3,0,15.64,2.14,1.91,28.2,17.32,13.91,0,2.71,0.37,0.33
Salisbury,2012,23762121.67,12827272,0,2431784,325692,358234,15942982,14029190,0,2659643,356209,391801,17436842,80.46,0,15.25,2.04,2.25,29,17.44,14.03,0,2.66,0.36,0.39
Salisbury,2013,24474911.07,13269205,0,2464079,323063,353091,16409438,14303027,0,2656059,348233,380601,17687920,80.86,0,15.02,1.97,2.15,30.9,17.69,14.3,0,2.66,0.35,0.38
Salisbury,2014,24407389,13640636,0,2494891,333083,437235,16905845,14468687,0,2646343,353303,463777,17932110,80.69,0,14.76,1.97,2.59,32.7,17.93,14.47,0,2.65,0.35,0.46
Salisbury,2015,25803846,14165505,0,2498385,347944,406657,17418491,15007605,0,2646907,368628,430832,18453972,81.32,0,14.34,2,2.33,36.5,18.45,15.01,0,2.65,0.37,0.43
Salisbury,2016,27423474,14840488,0,2571142,355937,415784,18183351,17744887,0,3074334,425597,497156,21741974,81.62,0,14.14,1.96,2.29,60.8,21.74,17.74,0,3.07,0.43,0.5
Salisbury,2017,29103314,15681777,0,2636451,369159,437307,19124694,16064801,0,2700846,378176,447988,19591810,82,0,13.79,1.93,2.29,44.9,19.59,16.06,0,2.7,0.38,0.45
Salisbury,2018,32317640,16906057,0,2704645,381201,448953,20440856,16906057,0,2704645,381201,448953,20440856,82.71,0,13.23,1.86,2.2,51.2,20.44,16.91,0,2.7,0.38,0.45
Sandisfield,2003,1824862.81,1250215,0,48428,3105,89022,1390770,1706183,0,66090,4237,121489,1898000,89.89,0,3.48,0.22,6.4,0,1.9,1.71,0,0.07,0,0.12
Sandisfield,2004,1757375.34,1335719,0,45827,3389,86978,1471913,1775587,0,60918,4505,115621,1956631,90.75,0,3.11,0.23,5.91,3.1,1.96,1.78,0,0.06,0,0.12
Sandisfield,2005,1895100.35,1424264,0,49082,3595,89512,1566453,1831248,0,63107,4622,115090,2014067,90.92,0,3.13,0.23,5.71,6.1,2.01,1.83,0,0.06,0,0.12
Sandisfield,2006,2260021.79,1592307,0,54164,4108,92545,1743124,1983331,0,67465,5117,115271,2171184,91.35,0,3.11,0.24,5.31,14.4,2.17,1.98,0,0.07,0.01,0.12
Sandisfield,2007,2222132.26,1645414,0,52994,3965,85588,1787961,1992722,0,64180,4802,103654,2165357,92.03,0,2.96,0.22,4.79,14.1,2.17,1.99,0,0.06,0,0.1
Sandisfield,2008,2283178.59,1743048,0,55635,4133,91689,1894505,2032910,0,64887,4820,106937,2209553,92.01,0,2.94,0.22,4.84,16.4,2.21,2.03,0,0.06,0,0.11
Sandisfield,2009,2769434.91,1970983,0,58452,4565,110032,2144032,2306957,0,68416,5343,128788,2509504,91.93,0,2.73,0.21,5.13,32.2,2.51,2.31,0,0.07,0.01,0.13
Sandisfield,2010,2492116.34,1926190,0,50512,5365,106658,2088725,2218145,0,58168,6178,122824,2405315,92.22,0,2.42,0.26,5.11,26.7,2.41,2.22,0,0.06,0.01,0.12
Sandisfield,2011,2651574.25,2110595,0,53428,5850,119714,2289587,2356128,0,59643,6531,133641,2555943,92.18,0,2.33,0.26,5.23,34.7,2.56,2.36,0,0.06,0.01,0.13
Sandisfield,2012,3105778.01,2184368,0,58170,6279,128525,2377342,2389044,0,63621,6867,140568,2600099,91.88,0,2.45,0.26,5.41,37,2.6,2.39,0,0.06,0.01,0.14
Sandisfield,2013,3087480.64,2349531,0,66590,2762,191859,2610742,2532586,0,71778,2977,206807,2814148,89.99,0,2.55,0.11,7.35,48.3,2.81,2.53,0,0.07,0,0.21
Sandisfield,2014,3669808,2456399,0,69230,2869,193099,2721597,2605514,0,73433,3043,204821,2886811,90.26,0,2.54,0.11,7.1,52.1,2.89,2.61,0,0.07,0,0.2
Sandisfield,2015,3281489,2530610,0,68298,2937,207887,2809732,2681048,0,72358,3112,220245,2976763,90.07,0,2.43,0.1,7.4,56.8,2.98,2.68,0,0.07,0,0.22
Sandisfield,2016,3395169,2522268,0,67414,2946,215374,2808002,3015895,0,80607,3523,257524,3357550,89.82,0,2.4,0.1,7.67,76.9,3.36,3.02,0,0.08,0,0.26
Sandisfield,2017,3279756,2582716,0,69282,3017,217021,2872036,2645798,0,70974,3091,222322,2942185,89.93,0,2.41,0.11,7.56,55,2.94,2.65,0,0.07,0,0.22
Sandisfield,2018,3606799,2591607,0,70133,3017,213888,2878645,2591607,0,70133,3017,213888,2878645,90.03,0,2.44,0.1,7.43,51.7,2.88,2.59,0,0.07,0,0.21
Sandwich,2003,53039686.6,27961134,0,1909277,649921,2743830,33264162,38158894,0,2605613,886955,3744538,45396000,84.06,0,5.74,1.95,8.25,0,45.4,38.16,0,2.61,0.89,3.74
Sandwich,2004,53517671.66,29496382,0,1872629,607362,2410070,34386443,39209889,0,2489308,807373,3203735,45710305,85.78,0,5.45,1.77,7.01,0.7,45.71,39.21,0,2.49,0.81,3.2
Sandwich,2005,56244021.79,32414050,0,1791678,592195,2192375,36990298,41676369,0,2303650,761415,2818846,47560280,87.63,0,4.84,1.6,5.93,4.8,47.56,41.68,0,2.3,0.76,2.82
Sandwich,2006,62194312.14,35380161,0,1897210,674366,2593151,40544888,44068483,0,2363109,839970,3229952,50501514,87.26,0,4.68,1.66,6.4,11.2,50.5,44.07,0,2.36,0.84,3.23
Sandwich,2007,65068976.78,36737554,0,1991106,710837,2604248,42043745,44491984,0,2411381,860878,3153943,50918187,87.38,0,4.74,1.69,6.19,12.2,50.92,44.49,0,2.41,0.86,3.15
Sandwich,2008,67518250.21,37932491,0,2113289,772715,2757004,43575499,44240508,0,2464720,901214,3215482,50821925,87.05,0,4.85,1.77,6.33,12,50.82,44.24,0,2.46,0.9,3.22
Sandwich,2009,69113281.09,38699061,0,2198899,780376,2970147,44648483,45295707,0,2573724,913399,3476439,52259268,86.67,0,4.92,1.75,6.65,15.1,52.26,45.3,0,2.57,0.91,3.48
Sandwich,2010,68397779.73,39193221,0,2245847,774615,3093010,45306693,45133783,0,2586253,892024,3561821,52173881,86.51,0,4.96,1.71,6.83,14.9,52.17,45.13,0,2.59,0.89,3.56
Sandwich,2011,68170690.82,40327380,0,2326136,732444,3254997,46640957,45018816,0,2596744,817652,3633663,52066875,86.46,0,4.99,1.57,6.98,14.7,52.07,45.02,0,2.6,0.82,3.63
Sandwich,2012,69914187.62,41564324,0,2425368,718573,3302460,48010725,45458909,0,2652625,785903,3611901,52509339,86.57,0,5.05,1.5,6.88,15.7,52.51,45.46,0,2.65,0.79,3.61
Sandwich,2013,72036589.46,43501114,0,2490328,729232,3363742,50084416,46890346,0,2684353,786047,3625816,53986562,86.86,0,4.97,1.46,6.72,18.9,53.99,46.89,0,2.68,0.79,3.63
Sandwich,2014,74382970,46050961,0,2705645,784307,3343780,52884693,48846473,0,2869891,831918,3546763,56095045,87.08,0,5.12,1.48,6.32,23.6,56.1,48.85,0,2.87,0.83,3.55
Sandwich,2015,76427391,47763796,0,2879431,817492,3131980,54592699,50603221,0,3050605,866090,3318167,57838083,87.49,0,5.27,1.5,5.74,27.4,57.84,50.6,0,3.05,0.87,3.32
Sandwich,2016,78331992,48623697,0,2924960,827007,2945075,55320739,58139732,0,3497397,988859,3521449,66147437,87.89,0,5.29,1.49,5.32,45.7,66.15,58.14,0,3.5,0.99,3.52
Sandwich,2017,83002319,51596799,0,3127348,871922,2927565,58523634,52857039,0,3203733,893218,2999070,59953060,88.16,0,5.34,1.49,5,32.1,59.95,52.86,0,3.2,0.89,3
Sandwich,2018,85929329,51760279,0,3119084,865634,3103647,58848644,51760279,0,3119084,865634,3103647,58848644,87.95,0,5.3,1.47,5.27,29.6,58.85,51.76,0,3.12,0.87,3.1
Saugus,2003,60406603.3,21787448,0,9540493,2431553,1020532,34780026,29733591,0,13020025,3318369,1392732,47464717,62.64,0,27.43,6.99,2.93,0,47.46,29.73,0,13.02,3.32,1.39
Saugus,2004,59447891.95,22704731,0,9890667,2520359,1127856,36243613,30181667,0,13147780,3350343,1499272,48179063,62.64,0,27.29,6.95,3.11,1.5,48.18,30.18,0,13.15,3.35,1.5
Saugus,2005,61985529.24,25041992,0,10865906,2596622,1079941,39584461,32197744,0,13970840,3338607,1388534,50895726,63.26,0,27.45,6.56,2.73,7.2,50.9,32.2,0,13.97,3.34,1.39
Saugus,2006,65757241.07,26787052,0,10302214,2474076,1006579,40569921,33365160,0,12832133,3081636,1253765,50532694,66.03,0,25.39,6.1,2.48,6.5,50.53,33.37,0,12.83,3.08,1.25
Saugus,2007,70141187.74,28920761,0,10091757,2539903,1138778,42691199,35025251,0,12221889,3076017,1379147,51702303,67.74,0,23.64,5.95,2.67,8.9,51.7,35.03,0,12.22,3.08,1.38
Saugus,2008,69436033.12,30111675,0,10838011,2315868,1182384,44447938,35119122,0,12640327,2700987,1379010,51839447,67.75,0,24.38,5.21,2.66,9.2,51.84,35.12,0,12.64,2.7,1.38
Saugus,2009,71571598.31,30129340,0,11919005,2854852,1484174,46387371,35265191,0,13950720,3341490,1737166,54294567,64.95,0,25.69,6.15,3.2,14.4,54.29,35.27,0,13.95,3.34,1.74
Saugus,2010,71868317.57,30192238,0,13076147,3108196,1723188,48099769,34768510,0,15058114,3579309,1984374,55390307,62.77,0,27.19,6.46,3.58,16.7,55.39,34.77,0,15.06,3.58,1.98
Saugus,2011,76202022.43,31042339,0,13557137,3096211,1933066,49628753,34653611,0,15134290,3456405,2157947,55402253,62.55,0,27.32,6.24,3.9,16.7,55.4,34.65,0,15.13,3.46,2.16
Saugus,2012,79049826.63,32314591,0,13488977,3307970,2083893,51195431,35342474,0,14752897,3617927,2279154,55992452,63.12,0,26.35,6.46,4.07,18,55.99,35.34,0,14.75,3.62,2.28
Saugus,2013,78812219.29,32989841,0,14283216,3746242,2099430,53118729,35560125,0,15396041,4038117,2262999,57257282,62.11,0,26.89,7.05,3.95,20.6,57.26,35.56,0,15.4,4.04,2.26
Saugus,2014,82601522,34042383,0,14563626,4004918,2157951,54768878,36108917,0,15447707,4248036,2288949,58093609,62.16,0,26.59,7.31,3.94,22.4,58.09,36.11,0,15.45,4.25,2.29
Saugus,2015,87382663,35655386,0,16185699,4213269,2177995,58232349,37774999,0,17147894,4463736,2307471,61694100,61.23,0,27.8,7.24,3.74,30,61.69,37.77,0,17.15,4.46,2.31
Saugus,2016,90530674,38007272,0,15589415,3745468,2094187,59436342,45445590,0,18640385,4478485,2504036,71068495,63.95,0,26.23,6.3,3.52,49.7,71.07,45.45,0,18.64,4.48,2.5
Saugus,2017,93418998,40352385,0,15107812,3624119,2222667,61306983,41337983,0,15476817,3712637,2276955,62804392,65.82,0,24.64,5.91,3.63,32.3,62.8,41.34,0,15.48,3.71,2.28
Saugus,2018,98127361,42402767,0,15563485,3459891,2039684,63465827,42402767,0,15563485,3459891,2039684,63465827,66.81,0,24.52,5.45,3.21,33.7,63.47,42.4,0,15.56,3.46,2.04
Savoy,2003,1454110.12,603178,0,10703,1526,21146,636553,823164,0,14607,2083,28858,868711,94.76,0,1.68,0.24,3.32,0,0.87,0.82,0,0.01,0,0.03
Savoy,2004,1593716.12,628145,0,9448,2449,20740,660782,835001,0,12559,3255,27570,878385,95.06,0,1.43,0.37,3.14,1.1,0.88,0.84,0,0.01,0,0.03
Savoy,2005,1518102.41,651719,0,10292,2440,18112,682563,837948,0,13233,3137,23288,877605,95.48,0,1.51,0.36,2.65,1,0.88,0.84,0,0.01,0,0.02
Savoy,2006,1735979.3,689821,0,10463,2693,19837,722814,859221,0,13032,3354,24708,900316,95.44,0,1.45,0.37,2.74,3.6,0.9,0.86,0,0.01,0,0.02
Savoy,2007,1954552.58,708049,0,10135,2477,18411,739072,857501,0,12274,3000,22297,895073,95.8,0,1.37,0.34,2.49,3,0.9,0.86,0,0.01,0,0.02
Savoy,2008,1878409.36,765228,0,10588,2426,20659,798901,892482,0,12349,2829,24095,931755,95.79,0,1.33,0.3,2.59,7.3,0.93,0.89,0,0.01,0,0.02
Savoy,2009,2026778.06,944101,0,13310,3050,34018,994479,1105033,0,15579,3570,39817,1163998,94.93,0,1.34,0.31,3.42,34,1.16,1.11,0,0.02,0,0.04
Savoy,2010,2006394.04,979963,0,14511,3224,39672,1037370,1128497,0,16710,3713,45685,1194605,94.47,0,1.4,0.31,3.82,37.5,1.19,1.13,0,0.02,0,0.05
Savoy,2011,2069940.72,1002848,0,14579,3293,40150,1060870,1119513,0,16275,3676,44821,1184285,94.53,0,1.37,0.31,3.78,36.3,1.18,1.12,0,0.02,0,0.04
Savoy,2012,2070304.14,967068,0,17198,7058,48360,1039684,1057682,0,18809,7719,52891,1137103,93.02,0,1.65,0.68,4.65,30.9,1.14,1.06,0,0.02,0.01,0.05
Savoy,2013,1998643.28,955812,0,16911,7223,52611,1032557,1030281,0,18229,7786,56710,1113005,92.57,0,1.64,0.7,5.1,28.1,1.11,1.03,0,0.02,0.01,0.06
Savoy,2014,2018516,919463,0,16121,6837,46237,988658,975279,0,17100,7252,49044,1048674,93,0,1.63,0.69,4.68,20.7,1.05,0.98,0,0.02,0.01,0.05
Savoy,2015,1983623,964122,0,16584,6940,46802,1034448,1021436,0,17570,7353,49584,1095943,93.2,0,1.6,0.67,4.52,26.2,1.1,1.02,0,0.02,0.01,0.05
Savoy,2016,2111386,1029881,0,5274,7480,45397,1088032,1231437,0,6306,8944,54282,1300968,94.66,0,0.48,0.69,4.17,49.8,1.3,1.23,0,0.01,0.01,0.05
Savoy,2017,2078074,1083826,0,6569,7881,43436,1141712,1110298,0,6729,8073,44497,1169598,94.93,0,0.58,0.69,3.8,34.6,1.17,1.11,0,0.01,0.01,0.04
Savoy,2018,2094928,994710,0,9867,3632,37890,1046099,994710,0,9867,3632,37890,1046099,95.09,0,0.94,0.35,3.62,20.4,1.05,0.99,0,0.01,0,0.04
Scituate,2003,47540466.54,27578590,0,846432,53188,260966,28739176,37636832,0,1155136,72586,356143,39220697,95.96,0,2.95,0.19,0.91,0,39.22,37.64,0,1.16,0.07,0.36
Scituate,2004,50709992.97,29720151,0,877249,54133,281189,30932722,39507348,0,1166137,71960,373788,41119233,96.08,0,2.84,0.18,0.91,4.8,41.12,39.51,0,1.17,0.07,0.37
Scituate,2005,51595311.88,30585489,0,880035,51663,243466,31760653,39325296,0,1131505,66426,313036,40836264,96.3,0,2.77,0.16,0.77,4.1,40.84,39.33,0,1.13,0.07,0.31
Scituate,2006,54207788.4,31643787,0,1089293,48155,247674,33028909,39414566,0,1356791,59980,308495,41139833,95.81,0,3.3,0.15,0.75,4.9,41.14,39.41,0,1.36,0.06,0.31
Scituate,2007,57603200.9,33649546,0,1088276,50266,253441,35041529,40752171,0,1317985,60876,306936,42437968,96.03,0,3.11,0.14,0.72,8.2,42.44,40.75,0,1.32,0.06,0.31
Scituate,2008,62589498.19,37545727,0,1211935,54191,311418,39123271,43789426,0,1413475,63203,363206,45629309,95.97,0,3.1,0.14,0.8,16.3,45.63,43.79,0,1.41,0.06,0.36
Scituate,2009,65605573.19,39005448,0,1344050,59559,391227,40800284,45654321,0,1573157,69711,457916,47755105,95.6,0,3.29,0.15,0.96,21.8,47.76,45.65,0,1.57,0.07,0.46
Scituate,2010,66048402.5,40180590,0,1373221,58982,441115,42053908,46270808,0,1581362,67922,507975,48428067,95.55,0,3.27,0.14,1.05,23.5,48.43,46.27,0,1.58,0.07,0.51
Scituate,2011,67671834.49,41351582,0,1436200,62836,481029,43331647,46162167,0,1603279,70146,536989,48372580,95.43,0,3.31,0.15,1.11,23.3,48.37,46.16,0,1.6,0.07,0.54
Scituate,2012,72181466.89,44556048,0,1567273,63935,485071,46672327,48730958,0,1714127,69926,530522,51045533,95.47,0,3.36,0.14,1.04,30.1,51.05,48.73,0,1.71,0.07,0.53
Scituate,2013,72615728.99,45902669,0,1603674,65904,509909,48082156,49479009,0,1728618,71039,549637,51828303,95.47,0,3.34,0.14,1.06,32.1,51.83,49.48,0,1.73,0.07,0.55
Scituate,2014,77091431,47693918,0,1632626,118921,491814,49937279,50589165,0,1731734,126140,521669,52968709,95.51,0,3.27,0.24,0.98,35.1,52.97,50.59,0,1.73,0.13,0.52
Scituate,2015,79252288,49297014,0,1643092,162637,538732,51641475,52227584,0,1740769,172305,570758,54711417,95.46,0,3.18,0.31,1.04,39.5,54.71,52.23,0,1.74,0.17,0.57
Scituate,2016,91967963,55173548,0,1784480,175548,589525,57723101,65971440,0,2133717,209904,704900,69019960,95.58,0,3.09,0.3,1.02,76,69.02,65.97,0,2.13,0.21,0.7
Scituate,2017,92629049,57642865,0,1788462,174677,630437,60236441,59050779,0,1832145,178943,645835,61707702,95.69,0,2.97,0.29,1.05,57.3,61.71,59.05,0,1.83,0.18,0.65
Scituate,2018,95376300,59408187,0,1783854,177703,620122,61989866,59408187,0,1783854,177703,620122,61989866,95.84,0,2.88,0.29,1,58.1,61.99,59.41,0,1.78,0.18,0.62
Seekonk,2003,32992192.16,13332887,0,5940677,588786,645742,20508092,18195550,0,8107313,803523,881252,27987638,65.01,0,28.97,2.87,3.15,0,27.99,18.2,0,8.11,0.8,0.88
Seekonk,2004,33144926.11,14264668,0,6452221,628531,866245,22211665,18962192,0,8577014,835514,1151510,29526228,64.22,0,29.05,2.83,3.9,5.5,29.53,18.96,0,8.58,0.84,1.15
Seekonk,2005,33849612.12,14784806,0,7481781,723664,1195971,24186222,19009566,0,9619701,930451,1537720,31097438,61.13,0,30.93,2.99,4.94,11.1,31.1,19.01,0,9.62,0.93,1.54
Seekonk,2006,35826998.07,15147576,0,7422933,704080,1025350,24299939,18867373,0,9245786,876981,1277146,30267286,62.34,0,30.55,2.9,4.22,8.1,30.27,18.87,0,9.25,0.88,1.28
Seekonk,2007,40426885.47,16058090,0,8004032,729593,1080523,25872238,19447574,0,9693494,883593,1308596,31333256,62.07,0,30.94,2.82,4.18,12,31.33,19.45,0,9.69,0.88,1.31
Seekonk,2008,41369011.52,16334367,0,8623471,809852,1180014,26947704,19050705,0,10057519,944527,1376245,31428996,60.62,0,32,3.01,4.38,12.3,31.43,19.05,0,10.06,0.94,1.38
Seekonk,2009,42505606.11,16866815,0,9199349,855141,1507733,28429038,19741934,0,10767471,1000908,1764741,33275055,59.33,0,32.36,3.01,5.3,18.9,33.28,19.74,0,10.77,1,1.76
Seekonk,2010,42957458.53,17367621,0,9449100,878516,1633736,29328973,20000051,0,10881311,1011674,1881363,33774399,59.22,0,32.22,3,5.57,20.7,33.77,20,0,10.88,1.01,1.88
Seekonk,2011,44749306.97,18067498,0,9545296,890995,1896471,30400260,20169358,0,10655736,994648,2117095,33936837,59.43,0,31.4,2.93,6.24,21.3,33.94,20.17,0,10.66,0.99,2.12
Seekonk,2012,45915598.8,18800677,0,9843913,915773,1812959,31373322,20562304,0,10766289,1001581,1982834,34313008,59.93,0,31.38,2.92,5.78,22.6,34.31,20.56,0,10.77,1,1.98
Seekonk,2013,47070754.56,19471325,0,10170063,937164,1804550,32383102,20988363,0,10962427,1010180,1945145,34906114,60.13,0,31.41,2.89,5.57,24.7,34.91,20.99,0,10.96,1.01,1.95
Seekonk,2014,48122429,20066375,0,10539777,945218,1905050,33456420,21284499,0,11179592,1002597,2020696,35487384,59.98,0,31.5,2.83,5.69,26.8,35.49,21.28,0,11.18,1,2.02
Seekonk,2015,49710206,20748598,0,10855805,987534,1968727,34560664,21982044,0,11501152,1046240,2085762,36615199,60.04,0,31.41,2.86,5.7,30.8,36.62,21.98,0,11.5,1.05,2.09
Seekonk,2016,52180176,21856799,0,11562762,1022662,2142555,36584778,26134344,0,13825684,1222805,2561870,43744703,59.74,0,31.61,2.8,5.86,56.3,43.74,26.13,0,13.83,1.22,2.56
Seekonk,2017,56477496,22589909,0,11979960,1063985,2496731,38130585,23141662,0,12272568,1089973,2557713,39061916,59.24,0,31.42,2.79,6.55,39.6,39.06,23.14,0,12.27,1.09,2.56
Seekonk,2018,56378191,23724834,0,12466200,1137572,2711926,40040532,23724834,0,12466200,1137572,2711926,40040532,59.25,0,31.13,2.84,6.77,43.1,40.04,23.72,0,12.47,1.14,2.71
Sharon,2003,52734334.04,34489026,0,1014401,470278,593781,36567486,47067586,0,1384365,641794,810340,49904085,94.32,0,2.77,1.29,1.62,0,49.9,47.07,0,1.38,0.64,0.81
Sharon,2004,55611762.63,36767867,0,1215381,674170,577287,39234705,48875960,0,1615620,896182,767394,52155157,93.71,0,3.1,1.72,1.47,4.5,52.16,48.88,0,1.62,0.9,0.77
Sharon,2005,58254212.7,37543658,0,1157430,706841,589359,39997288,48271763,0,1488166,908821,757768,51426518,93.87,0,2.89,1.77,1.47,3.1,51.43,48.27,0,1.49,0.91,0.76
Sharon,2006,60270520.85,38756172,0,1166468,707326,604391,41234357,48273542,0,1452918,881024,752812,51360296,93.99,0,2.83,1.72,1.47,2.9,51.36,48.27,0,1.45,0.88,0.75
Sharon,2007,62025086.35,39934091,0,1226485,703106,600136,42463818,48363235,0,1485367,851515,726811,51426927,94.04,0,2.89,1.66,1.41,3.1,51.43,48.36,0,1.49,0.85,0.73
Sharon,2008,68084589.76,43607999,0,1513736,967920,728770,46818425,50859829,0,1765464,1128881,849961,54604136,93.14,0,3.23,2.07,1.56,9.4,54.6,50.86,0,1.77,1.13,0.85
Sharon,2009,71445795.19,45263610,0,1976174,933578,918102,49091464,52979250,0,2313033,1092716,1074602,57459600,92.2,0,4.03,1.9,1.87,15.1,57.46,52.98,0,2.31,1.09,1.07
Sharon,2010,71900523,44743077,0,1862417,860033,971246,48436773,51524837,0,2144706,990389,1118459,55778391,92.37,0,3.85,1.78,2.01,11.8,55.78,51.52,0,2.14,0.99,1.12
Sharon,2011,70125999.73,46758283,0,1939301,835240,1102327,50635151,52197850,0,2164907,932407,1230565,56525729,92.34,0,3.83,1.65,2.18,13.3,56.53,52.2,0,2.16,0.93,1.23
Sharon,2012,71927849.42,48178861,0,2280606,817827,1172906,52450200,52693229,0,2494299,894458,1282808,57364793,91.86,0,4.35,1.56,2.24,15,57.36,52.69,0,2.49,0.89,1.28
Sharon,2013,74623234.58,49849200,0,2265165,790814,1236736,54141915,53733020,0,2441647,852427,1333092,58360186,92.07,0,4.18,1.46,2.28,16.9,58.36,53.73,0,2.44,0.85,1.33
Sharon,2014,77591473,51792056,0,2300795,757921,1197325,56048097,54936080,0,2440464,803930,1270008,59450483,92.41,0,4.11,1.35,2.14,19.1,59.45,54.94,0,2.44,0.8,1.27
Sharon,2015,80532637,55789702,0,2254561,742950,1268916,60056129,59106244,0,2388588,787116,1344350,63626298,92.9,0,3.75,1.24,2.11,27.5,63.63,59.11,0,2.39,0.79,1.34
Sharon,2016,87049606,58785696,0,2179565,766963,1245682,62977906,70290513,0,2606123,917064,1489472,75303171,93.34,0,3.46,1.22,1.98,50.9,75.3,70.29,0,2.61,0.92,1.49
Sharon,2017,86911594,60231326,0,2367434,773624,1253175,64625559,61702462,0,2425258,792520,1283784,66204024,93.2,0,3.66,1.2,1.94,32.7,66.2,61.7,0,2.43,0.79,1.28
Sharon,2018,92406839,61557748,0,2618827,757158,1343765,66277498,61557748,0,2618827,757158,1343765,66277498,92.88,0,3.95,1.14,2.03,32.8,66.28,61.56,0,2.62,0.76,1.34
Sheffield,2003,6291408.48,4289180,0,509273,101226,119530,5019209,5853495,0,695011,138144,163124,6849775,85.46,0,10.15,2.02,2.38,0,6.85,5.85,0,0.7,0.14,0.16
Sheffield,2004,6602899.41,4638608,0,455205,104386,131175,5329374,6166156,0,605109,138762,174372,7084400,87.04,0,8.54,1.96,2.46,3.4,7.08,6.17,0,0.61,0.14,0.17
Sheffield,2005,6908448.86,5026230,0,505981,137770,145431,5815412,6462476,0,650565,177138,186988,7477167,86.43,0,8.7,2.37,2.5,9.2,7.48,6.46,0,0.65,0.18,0.19
Sheffield,2006,7283223.15,5264421,0,509209,134626,119828,6028084,6557207,0,634256,167686,149254,7508403,87.33,0,8.45,2.23,1.99,9.6,7.51,6.56,0,0.63,0.17,0.15
Sheffield,2007,7883580.47,5575009,0,528701,158911,138873,6401494,6751762,0,640297,192453,168186,7752698,87.09,0,8.26,2.48,2.17,13.2,7.75,6.75,0,0.64,0.19,0.17
Sheffield,2008,7898398.35,5776786,0,517303,165647,160261,6619997,6737442,0,603328,193193,186912,7720875,87.26,0,7.81,2.5,2.42,12.7,7.72,6.74,0,0.6,0.19,0.19
Sheffield,2009,9269652.94,6227027,0,540075,181400,216361,7164863,7288487,0,632136,212321,253242,8386186,86.91,0,7.54,2.53,3.02,22.4,8.39,7.29,0,0.63,0.21,0.25
Sheffield,2010,8823361.07,6560253,0,622137,183483,221978,7587851,7554598,0,716435,211294,255623,8737950,86.46,0,8.2,2.42,2.93,27.6,8.74,7.55,0,0.72,0.21,0.26
Sheffield,2011,9032017.82,6698151,0,625018,194191,225775,7743135,7477372,0,697729,216782,252040,8643923,86.5,0,8.07,2.51,2.92,26.2,8.64,7.48,0,0.7,0.22,0.25
Sheffield,2012,9282680.16,6909340,0,654664,203510,233994,8001508,7556746,0,716006,222579,255919,8751251,86.35,0,8.18,2.54,2.92,27.8,8.75,7.56,0,0.72,0.22,0.26
Sheffield,2013,9696623.2,6955706,0,674917,207021,349654,8187298,7497635,0,727501,223150,376896,8825182,84.96,0,8.24,2.53,4.27,28.8,8.83,7.5,0,0.73,0.22,0.38
Sheffield,2014,10088883,7079927,0,692833,223915,335305,8331980,7509712,0,734891,237508,355660,8837771,84.97,0,8.32,2.69,4.02,29,8.84,7.51,0,0.73,0.24,0.36
